experimento,metodo,Dataset,K-folds,k,alpha,tiempo,accuracy,precision,recall,F1-score
Df_mean,KNN_PCA,df_100,1,3,36,1.3615543842315674,0.6,0.5666666666666667,0.6481481481481483,0.5648148148148148
Df_mean,KNN_PCA,df_500,1,3,36,2.369276523590088,0.79,0.8107212395447689,0.7763888888888888,0.7702414687745758
Df_mean,KNN_PCA,df_1000,1,3,36,1.9085376262664795,0.815,0.8212567480975188,0.8124113827349122,0.8046536354484045
Df_mean,KNN_PCA,df_5000,1,3,36,2.6448869705200195,0.935,0.9345987338845025,0.936419371866684,0.934603231659785
Df_mean,KNN_PCA,df_10000,1,3,36,4.5788445472717285,0.952,0.9522091101628831,0.9517026223206286,0.9517324800460575
Df_mean,KNN_PCA,df_20000,1,3,36,11.354951620101929,0.96275,0.9632047491133686,0.962908632106355,0.9629109419905346
Df_mean,KNN_PCA,df_30000,1,3,36,23.582247257232666,0.9713333333333334,0.9710181952801843,0.9709840488086303,0.9709501542552955
Df_mean,KNN_PCA,df_42000,1,3,36,44.1822350025177,0.9746428571428571,0.9746110323827123,0.9742597859519911,0.9743846429916397
