experimento,metodo,Dataset,K-folds,k,alpha,tiempo,accuracy,precision,recall,F1-score
Df_std,KNN_PCA,df_100,20,3,36,0.20140709688064257,0.2519920633670831,0.2461440283981096,0.2499083165216129,0.2516272657408126
Df_std,KNN_PCA,df_500,20,3,36,0.1389982051207512,0.06867313885355758,0.08405760448530875,0.084669149828735,0.08714781353842613
Df_std,KNN_PCA,df_1000,20,3,36,0.2752522160071591,0.07664854858377945,0.0820439619996976,0.07498591911922314,0.08278931885477109
Df_std,KNN_PCA,df_5000,20,3,36,0.15629175557863206,0.012929037087115161,0.013674608430301098,0.013241033666484705,0.013364760534550811
Df_std,KNN_PCA,df_10000,20,3,36,0.106227202163711,0.009969453345093698,0.010039229331889846,0.010141142604685016,0.010219600469994546
Df_std,KNN_PCA,df_20000,20,3,36,0.18332276273431652,0.006233778950203485,0.006363129292474634,0.006066159582441924,0.006248455223871156
Df_std,KNN_PCA,df_30000,20,3,36,0.19889984963899754,0.0032317865716108875,0.0032462146722035635,0.0033365153071649666,0.003290769744013898
Df_std,KNN_PCA,df_42000,20,3,36,0.154959647828111,0.0037127591490515783,0.003802714991312056,0.00371291321310408,0.0037733072214876915
