experimento,metodo,K-folds,k,alpha,tiempo,accuracy,precision,recall,F1-score
Encontramos_Mejor_k_de_KNN_en_dfTrain,KNN,1,1,0,200.50228571891785,0.9673809523809523,0.967850078501165,0.9667567132803697,0.9671646291087675
Encontramos_Mejor_k_de_KNN_en_dfTrain,KNN,1,2,0,196.94241762161255,0.9557142857142857,0.956021226117015,0.9546127143698191,0.9550675566806645
Encontramos_Mejor_k_de_KNN_en_dfTrain,KNN,1,3,0,192.33464789390564,0.97,0.9706470644617884,0.9691655458524261,0.9697167696389114
Encontramos_Mejor_k_de_KNN_en_dfTrain,KNN,1,4,0,192.47926902770996,0.9654761904761905,0.9659589158770544,0.9645332854150404,0.9650582884376828
Encontramos_Mejor_k_de_KNN_en_dfTrain,KNN,1,5,0,194.95498919487,0.9685714285714285,0.9693764526030606,0.9677607508919139,0.9683647610173172
Encontramos_Mejor_k_de_KNN_en_dfTrain,KNN,1,6,0,200.14568328857422,0.9652380952380952,0.9662248584853236,0.9642538878345729,0.9649520496350112
Encontramos_Mejor_k_de_KNN_en_dfTrain,KNN,1,7,0,200.0643401145935,0.9678571428571429,0.9687840828902956,0.9670311466233883,0.9676618182444076
Encontramos_Mejor_k_de_KNN_en_dfTrain,KNN,1,8,0,192.52257680892944,0.9646428571428571,0.9658370521519245,0.9637267332980752,0.9644559228789575
Encontramos_Mejor_k_de_KNN_en_dfTrain,KNN,1,9,0,192.390775680542,0.9655952380952381,0.9667122077019874,0.9647028753820408,0.9654122001006791
Encontramos_Mejor_k_de_KNN_en_dfTrain,KNN,1,10,0,192.96065711975098,0.9632142857142857,0.9645000886199305,0.9622806320860671,0.9630497624241501
Encontramos_Mejor_k_de_KNN_en_dfTrain,KNN,1,11,0,193.02859807014465,0.9627380952380953,0.9640715380913019,0.9617647165003721,0.9625669128446968
Encontramos_Mejor_k_de_KNN_en_dfTrain,KNN,1,12,0,192.94514656066895,0.9615476190476191,0.9631691994934952,0.9606135520580337,0.9614935724149977
Encontramos_Mejor_k_de_KNN_en_dfTrain,KNN,1,13,0,193.03848099708557,0.9607142857142857,0.9623418941250306,0.9597658774027187,0.9606438241031612
Encontramos_Mejor_k_de_KNN_en_dfTrain,KNN,1,14,0,193.71338057518005,0.9595238095238096,0.9612500476725494,0.9585071134130196,0.9594228455856794
Encontramos_Mejor_k_de_KNN_en_dfTrain,KNN,1,15,0,200.47002911567688,0.9596428571428571,0.9613827050429716,0.9585913896664391,0.959523262673871
Encontramos_Mejor_k_de_KNN_en_dfTrain,KNN,1,16,0,197.18140816688538,0.958452380952381,0.9601929748170901,0.9574009879217644,0.9583070026158627
Encontramos_Mejor_k_de_KNN_en_dfTrain,KNN,1,17,0,192.88839650154114,0.9585714285714285,0.9603175883971948,0.9574942975905618,0.9584212433951276
Encontramos_Mejor_k_de_KNN_en_dfTrain,KNN,1,18,0,192.91569352149963,0.9573809523809523,0.9592729019921187,0.9562619502344436,0.9572338715492457
Encontramos_Mejor_k_de_KNN_en_dfTrain,KNN,1,19,0,192.84865355491638,0.9575,0.9593585185784127,0.9563892485713282,0.9573457553154021
Encontramos_Mejor_k_de_KNN_en_dfTrain,KNN,1,20,0,192.81369757652283,0.9566666666666667,0.9587520210521143,0.9555635374629639,0.9565837866746252
Encontramos_Mejor_k_de_KNN_en_dfTrain,KNN,1,21,0,192.84725666046143,0.9563095238095238,0.9583755016564757,0.9551992145627668,0.9562148173444667
Encontramos_Mejor_k_de_KNN_en_dfTrain,KNN,1,22,0,192.91646146774292,0.9561904761904761,0.9584893446364922,0.9550771164521057,0.9561629716760909
Encontramos_Mejor_k_de_KNN_en_dfTrain,KNN,1,23,0,192.49850749969482,0.955,0.9573488959546204,0.9538844969005653,0.9549497678681442
Encontramos_Mejor_k_de_KNN_en_dfTrain,KNN,1,24,0,192.67524099349976,0.9538095238095238,0.9562003663160688,0.9526516092306858,0.9537385411278805
Encontramos_Mejor_k_de_KNN_en_dfTrain,KNN,1,25,0,192.52241730690002,0.9536904761904762,0.9561617265248794,0.9525341292684242,0.9536506810199705
Encontramos_Mejor_k_de_KNN_en_dfTrain,KNN,1,26,0,192.62185430526733,0.9532142857142857,0.9555923373101379,0.9520888391263505,0.9531654719689087
Encontramos_Mejor_k_de_KNN_en_dfTrain,KNN,1,27,0,192.5921974182129,0.9526190476190476,0.9550470422079618,0.9515075022851727,0.9525941273268005
Encontramos_Mejor_k_de_KNN_en_dfTrain,KNN,1,28,0,192.36393094062805,0.9515476190476191,0.9541150522908828,0.9504008869976772,0.9515420868743634
Encontramos_Mejor_k_de_KNN_en_dfTrain,KNN,1,29,0,191.9754877090454,0.9513095238095238,0.9538246643913209,0.9501233974017017,0.9512627063770935
Encontramos_Mejor_k_de_KNN_en_dfTrain,KNN,1,30,0,191.79741978645325,0.9496428571428571,0.952449530247705,0.9484145924839531,0.9496352185383408
