experimento,metodo,K-folds,k,alpha,tiempo,accuracy,precision,recall,F1-score
Variamos_KNN_SinPCA_10000,KNN,1,36,0,10.511190176010132,0.913,0.9247416935756837,0.9102168916442712,0.9133186736076195
Variamos_KNN_SinPCA_10000,KNN,1,37,0,10.571380615234375,0.913,0.9243869716500528,0.9101828589124091,0.9132954266812348
Variamos_KNN_SinPCA_10000,KNN,1,38,0,10.598185062408447,0.913,0.924449127430629,0.9103597663790923,0.9134530192815322
Variamos_KNN_SinPCA_10000,KNN,1,39,0,10.58297324180603,0.9095,0.9216881773291089,0.9068281403071389,0.9098876143398623
Variamos_KNN_SinPCA_10000,KNN,1,40,0,10.564985513687134,0.9095,0.9216226189584116,0.9066460706147603,0.9098106245845994
Variamos_KNN_SinPCA_10000,KNN,1,41,0,10.60474944114685,0.9065,0.918893860862713,0.9037341073027321,0.9067609923498837
Variamos_KNN_SinPCA_10000,KNN,1,42,0,10.563450813293457,0.9055,0.9181754512394148,0.902478455489333,0.9056641752587682
Variamos_KNN_SinPCA_10000,KNN,1,43,0,10.595834493637085,0.9065,0.9190908926141826,0.9035537243065372,0.9068044447386429
Variamos_KNN_SinPCA_10000,KNN,1,44,0,10.585593938827515,0.906,0.9186122557947,0.9031052470432914,0.9062797778560385
Variamos_KNN_SinPCA_10000,KNN,1,45,0,10.592975616455078,0.9055,0.9178453158227484,0.9026593933197988,0.9058626743261431
Variamos_KNN_SinPCA_10000,KNN,1,46,0,10.681222915649414,0.906,0.9182345714947532,0.9030415476548292,0.9062355674690457
Variamos_KNN_SinPCA_10000,KNN,1,47,0,10.69122838973999,0.903,0.9156200530563463,0.900011493911039,0.9032215770985588
Variamos_KNN_SinPCA_10000,KNN,1,48,0,10.69874906539917,0.9015,0.9150511829979336,0.8986154909140126,0.9019631779911652
Variamos_KNN_SinPCA_10000,KNN,1,49,0,10.684034824371338,0.902,0.9156275293749486,0.8990751297900932,0.9024455355200466
Variamos_KNN_SinPCA_10000,KNN,1,50,0,10.72142767906189,0.902,0.9158411941963631,0.8991188151736169,0.9025143479754574
Variamos_KNN_SinPCA_10000,KNN,1,100,0,10.688254117965698,0.8695,0.8948062136490066,0.8653798568229328,0.8705648066179317
Variamos_KNN_SinPCA_10000,KNN,1,150,0,10.683962106704712,0.848,0.881776461954477,0.8431729787234647,0.8492509373871657
Variamos_KNN_SinPCA_10000,KNN,1,200,0,10.671464204788208,0.8265,0.8680906696264635,0.8215976478939904,0.8287106068155248
Variamos_KNN_SinPCA_10000,KNN,1,250,0,10.659000635147095,0.811,0.8574206112681271,0.8056834885890483,0.8126489808036688
Variamos_KNN_SinPCA_10000,KNN,1,300,0,10.638779163360596,0.791,0.8427878296164527,0.7858678192191005,0.7929288019731202
Variamos_KNN_SinPCA_10000,KNN,1,350,0,10.647568941116333,0.7775,0.8357349780785961,0.771966154017972,0.7798997968869845
Variamos_KNN_SinPCA_10000,KNN,1,400,0,10.671175479888916,0.7645,0.828444734231476,0.7590065331294631,0.7677490466878674
Variamos_KNN_SinPCA_10000,KNN,1,450,0,10.700485229492188,0.755,0.8255511231371642,0.7496222750966443,0.7588862461994392
Variamos_KNN_SinPCA_10000,KNN,1,500,0,10.713413715362549,0.742,0.8161965661063076,0.736633607378562,0.7458120087931167
Variamos_KNN_SinPCA_10000,KNN,1,1000,0,10.65344786643982,0.644,0.7599355207615722,0.6368023762306716,0.6439406669268407
Variamos_KNN_SinPCA_10000,KNN,1,1500,0,10.665378093719482,0.576,0.7279679793087028,0.5678912988498109,0.5742330596149389
Variamos_KNN_SinPCA_10000,KNN,1,2000,0,10.655576467514038,0.511,0.6775079078169246,0.5017501124807373,0.504289371148585
Variamos_KNN_SinPCA_10000,KNN,1,2500,0,10.676656246185303,0.4425,0.6134869468282146,0.43255588717821974,0.4347246436586004
Variamos_KNN_SinPCA_10000,KNN,1,3000,0,10.690922975540161,0.3795,0.5652920309438884,0.37028896912995457,0.3685335208270117
Variamos_KNN_SinPCA_10000,KNN,1,4000,0,10.662078380584717,0.2685,0.45747313814444956,0.25878078479709093,0.23940872661869958
Variamos_KNN_SinPCA_10000,KNN,1,5000,0,10.692136287689209,0.109,0.32956626238372955,0.10445936482893318,0.09563163396226894
Variamos_KNN_SinPCA_10000,KNN,1,6000,0,10.727660655975342,0.016,0.019484867135280654,0.021728871699573504,0.012208999465996911
Variamos_KNN_SinPCA_10000,KNN,1,8000,0,11.470549583435059,0.002,0.0007701193685021179,0.0029304029304029304,0.0012196981247141333
