experimento,metodo,K-folds,k,alpha,tiempo,accuracy,precision,recall,F1-score
Bucamos_alpha_en_df,KNN_PCA,1,10,120,23.8754825592041,0.94725,0.9493500072455504,0.9471985170908462,0.9475494800938591
Bucamos_alpha_en_df,KNN_PCA,1,10,140,30.78944230079651,0.946,0.9482964798298669,0.9459054049668396,0.9462826989775255
Bucamos_alpha_en_df,KNN_PCA,1,10,160,34.71042847633362,0.94475,0.9472480454618051,0.9447102075882517,0.9451352525537648
Bucamos_alpha_en_df,KNN_PCA,1,10,180,39.24479079246521,0.94475,0.9471742980744295,0.9447741724121309,0.9451677310493235
Bucamos_alpha_en_df,KNN_PCA,1,10,200,43.338812828063965,0.9425,0.9450755625132377,0.9424822395685156,0.942898204361834
Bucamos_alpha_en_df,KNN_PCA,1,10,250,57.21077108383179,0.942,0.9445191774102616,0.941875888899484,0.9423084856589303
Bucamos_alpha_en_df,KNN_PCA,1,10,300,71.0477831363678,0.9415,0.9442116294136758,0.9413692715646332,0.941847505541164
Bucamos_alpha_en_df,KNN_PCA,1,10,350,83.51819229125977,0.94025,0.9430874676916566,0.9400801577366856,0.9405812710699616
Bucamos_alpha_en_df,KNN_PCA,1,10,400,93.64353680610657,0.94,0.9428490228951703,0.9398225843270197,0.9403176661679964
Bucamos_alpha_en_df,KNN_PCA,1,10,500,112.77171158790588,0.939,0.9420077083040338,0.9388795050013845,0.9393827755072879
Bucamos_alpha_en_df,KNN_PCA,1,10,600,126.7627956867218,0.939,0.9420077083040338,0.9388795050013845,0.9393827755072879
Bucamos_alpha_en_df,KNN_PCA,1,10,700,168.3199427127838,0.94525,0.9469729192551885,0.9454076297249235,0.9455550736495937
